"bairro","preco","area","suites","dormitorios","banheiros","vagas"
"paraiso","1500000.0","206.0","2.0","4.0","3.0","2.0"
"paraiso","1300000.0","158.0","1.0","3.0","4.0","2.0"
"paraiso","1150000.0","80.0","2.0","2.0","2.0","2.0"
"paraiso","1010000.0","108.0","1.0","3.0","3.0","2.0"
"paraiso","740000.0","95.0","1.0","3.0","3.0","1.0"
"paraiso","1490000.0","226.0","3.0","3.0","3.0","3.0"
"paraiso","2150000.0","151.0","3.0","3.0","5.0","3.0"
"paraiso","1250000.0","144.0","1.0","3.0","2.0","1.0"
"paraiso","1400000.0","132.0","3.0","3.0","5.0","3.0"
"paraiso","700000.0","39.0","1.0","1.0","1.0","1.0"
"paraiso","740000.0","85.0","1.0","1.0","1.0","1.0"
"paraiso","2600000.0","194.0","4.0","4.0","4.0","4.0"
"paraiso","2950000.0","217.0","3.0","3.0","4.0","3.0"
"paraiso","1200000.0","137.0","1.0","3.0","3.0","1.0"
"paraiso","2130000.0","260.0","1.0","4.0","2.0","2.0"
"paraiso","1750000.0","160.0","1.0","3.0","2.0","1.0"
"paraiso","1225000.0","147.0","1.0","3.0","2.0","2.0"
"paraiso","424000.0","32.0","1.0","1.0","1.0","1.0"
"paraiso","800000.0","106.0","1.0","3.0","3.0","1.0"
"paraiso","700000.0","65.0","1.0","2.0","2.0","2.0"
"paraiso","2990000.0","292.0","3.0","3.0","3.0","4.0"
"paraiso","2500000.0","230.0","4.0","4.0","6.0","2.0"
"paraiso","1683000.0","215.0","1.0","3.0","2.0","3.0"
"paraiso","920000.0","136.0","1.0","3.0","3.0","1.0"
"paraiso","2600000.0","156.0","2.0","3.0","1.0","3.0"
"paraiso","1100000.0","190.0","1.0","3.0","2.0","1.0"
"paraiso","1065000.0","152.0","1.0","3.0","3.0","2.0"
"paraiso","798000.0","100.0","1.0","3.0","3.0","1.0"
"paraiso","1200000.0","173.0","1.0","3.0","3.0","1.0"
"paraiso","2730000.0","197.0","3.0","3.0","1.0","4.0"
"paraiso","1800000.0","240.0","1.0","4.0","3.0","1.0"
"paraiso","1700000.0","190.0","1.0","4.0","3.0","1.0"
"paraiso","1370000.0","160.0","1.0","3.0","2.0","1.0"
"paraiso","950000.0","155.0","1.0","3.0","3.0","2.0"
"paraiso","2100000.0","200.0","4.0","4.0","5.0","2.0"
"paraiso","699900.0","55.0","1.0","2.0","1.0","1.0"
"paraiso","2000000.0","256.0","1.0","3.0","3.0","2.0"
"paraiso","850000.0","148.0","1.0","3.0","3.0","1.0"
"paraiso","1550000.0","280.0","2.0","4.0","4.0","2.0"
"paraiso","1645000.0","205.0","1.0","4.0","3.0","1.0"
"paraiso","1390000.0","160.0","1.0","3.0","1.0","1.0"
"paraiso","1080000.0","180.0","1.0","3.0","3.0","3.0"
"paraiso","4600000.0","290.0","4.0","4.0","5.0","4.0"
"paraiso","1915000.0","180.0","1.0","3.0","2.0","2.0"
"paraiso","780000.0","130.0","1.0","3.0","2.0","1.0"
"paraiso","3150000.0","217.0","3.0","3.0","5.0","3.0"
"paraiso","1066000.0","173.0","1.0","3.0","1.0","1.0"
"paraiso","1200000.0","139.0","1.0","3.0","3.0","1.0"
"paraiso","1750000.0","230.0","1.0","3.0","3.0","2.0"
"paraiso","524509.0","46.0","1.0","1.0","2.0","1.0"
"paraiso","2290000.0","184.0","4.0","4.0","6.0","3.0"
"paraiso","860000.0","130.0","1.0","3.0","3.0","1.0"
"paraiso","1100000.0","150.0","1.0","3.0","4.0","2.0"
"paraiso","2000000.0","148.0","2.0","2.0","3.0","2.0"
"paraiso","2900000.0","280.0","5.0","5.0","5.0","4.0"
"paraiso","2500000.0","296.0","3.0","4.0","4.0","3.0"
"paraiso","1380000.0","158.0","3.0","3.0","4.0","2.0"
"paraiso","2600000.0","193.0","4.0","4.0","4.0","4.0"
"paraiso","820000.0","100.0","1.0","3.0","3.0","1.0"
"paraiso","1370000.0","160.0","1.0","3.0","2.0","1.0"
"paraiso","835000.0","105.0","1.0","2.0","2.0","1.0"
"paraiso","1050000.0","110.0","1.0","3.0","3.0","2.0"
"paraiso","1150000.0","160.0","1.0","3.0","2.0","2.0"
"paraiso","1350000.0","170.0","1.0","4.0","3.0","3.0"
"paraiso","3800000.0","266.0","4.0","4.0","6.0","4.0"
"paraiso","954000.0","178.0","1.0","3.0","4.0","2.0"
"paraiso","2700000.0","238.0","2.0","4.0","4.0","3.0"
"paraiso","950000.0","110.0","1.0","3.0","3.0","2.0"
"paraiso","2290000.0","181.0","4.0","4.0","6.0","3.0"
"paraiso","5600000.0","283.0","3.0","3.0","6.0","5.0"
"paraiso","780000.0","115.0","1.0","3.0","4.0","1.0"
"paraiso","2130000.0","187.0","4.0","4.0","3.0","3.0"
"paraiso","3160000.0","226.0","4.0","4.0","6.0","4.0"
"paraiso","720000.0","103.0","1.0","2.0","2.0","1.0"
"paraiso","2900000.0","216.0","4.0","4.0","6.0","4.0"
"paraiso","1050000.0","111.0","1.0","3.0","2.0","2.0"
"paraiso","946000.0","85.0","2.0","2.0","2.0","1.0"
"paraiso","1180000.0","200.0","2.0","4.0","1.0","1.0"
"paraiso","1063000.0","144.0","1.0","3.0","3.0","1.0"
"paraiso","2180000.0","148.0","2.0","4.0","4.0","3.0"
"paraiso","900000.0","127.0","1.0","3.0","1.0","1.0"
"paraiso","980000.0","130.0","1.0","3.0","2.0","1.0"
"paraiso","900000.0","107.0","1.0","3.0","2.0","1.0"
"paraiso","900000.0","135.0","1.0","2.0","3.0","1.0"
"paraiso","1100000.0","163.0","1.0","3.0","3.0","1.0"
"paraiso","745000.0","110.0","1.0","3.0","3.0","1.0"
"paraiso","1700000.0","260.0","1.0","3.0","3.0","2.0"
"paraiso","850000.0","123.0","1.0","4.0","3.0","1.0"
"paraiso","910000.0","165.0","1.0","3.0","3.0","1.0"
"paraiso","1920000.0","170.0","2.0","4.0","4.0","2.0"
"paraiso","790000.0","85.0","1.0","2.0","1.0","1.0"
"paraiso","1450000.0","133.0","1.0","3.0","2.0","3.0"
"paraiso","1070000.0","156.0","1.0","3.0","3.0","1.0"
"paraiso","3110000.0","193.0","4.0","4.0","6.0","4.0"
"paraiso","1000000.0","120.0","1.0","3.0","2.0","1.0"
"paraiso","2900000.0","195.0","3.0","3.0","4.0","3.0"
"paraiso","2150000.0","156.0","2.0","3.0","4.0","2.0"
"paraiso","1900000.0","148.0","2.0","2.0","2.0","2.0"
"paraiso","1750000.0","188.0","4.0","4.0","6.0","3.0"
"paraiso","1280000.0","163.0","2.0","4.0","2.0","3.0"
"paraiso","2600000.0","193.0","4.0","4.0","5.0","4.0"
"paraiso","495000.0","83.0","1.0","2.0","1.0","1.0"
"paraiso","1200000.0","175.0","1.0","3.0","4.0","1.0"
"paraiso","1080000.0","118.0","1.0","3.0","3.0","1.0"
"paraiso","1100000.0","112.0","1.0","3.0","2.0","2.0"
"paraiso","870000.0","100.0","1.0","3.0","3.0","1.0"
"paraiso","1290000.0","140.0","2.0","2.0","4.0","2.0"
"paraiso","3620000.0","262.0","4.0","4.0","6.0","4.0"
"paraiso","2980000.0","274.0","4.0","4.0","5.0","4.0"
"paraiso","780000.0","130.0","1.0","3.0","3.0","1.0"
"paraiso","3620000.0","262.0","4.0","4.0","5.0","4.0"
"paraiso","1400000.0","106.0","1.0","3.0","2.0","2.0"
"paraiso","850000.0","78.0","1.0","2.0","3.0","1.0"
"paraiso","800000.0","140.0","1.0","3.0","1.0","1.0"
"paraiso","3100000.0","197.0","3.0","3.0","5.0","4.0"
"paraiso","830000.0","115.0","1.0","3.0","2.0","1.0"
"paraiso","2200000.0","201.0","1.0","3.0","4.0","2.0"
"paraiso","860000.0","123.0","1.0","4.0","2.0","1.0"
"paraiso","1200000.0","108.0","1.0","3.0","3.0","2.0"
"paraiso","1500000.0","230.0","1.0","3.0","4.0","1.0"
"paraiso","960000.0","135.0","1.0","2.0","2.0","1.0"
"paraiso","1100000.0","140.0","1.0","3.0","5.0","1.0"
"paraiso","2250000.0","274.0","2.0","3.0","3.0","1.0"
"paraiso","1080000.0","118.0","1.0","3.0","3.0","1.0"
"paraiso","820000.0","114.0","1.0","3.0","3.0","1.0"
"paraiso","1050000.0","110.0","1.0","3.0","4.0","2.0"
"paraiso","2000000.0","181.0","3.0","3.0","5.0","3.0"
"paraiso","1065000.0","150.0","1.0","3.0","4.0","2.0"
"paraiso","745000.0","95.0","1.0","3.0","3.0","1.0"
"paraiso","2100001.0","185.0","3.0","3.0","4.0","3.0"
"paraiso","2130000.0","138.0","3.0","3.0","5.0","3.0"
"paraiso","880000.0","110.0","1.0","3.0","2.0","1.0"
"paraiso","1645000.0","276.0","1.0","4.0","3.0","2.0"
"paraiso","900000.0","130.0","1.0","3.0","3.0","1.0"
"paraiso","1600000.0","263.0","1.0","4.0","3.0","2.0"
"paraiso","1500000.0","135.0","2.0","4.0","3.0","2.0"
"paraiso","1280000.0","135.0","1.0","3.0","2.0","2.0"
"paraiso","800000.0","98.0","1.0","3.0","3.0","1.0"
"paraiso","1920000.0","178.0","2.0","4.0","4.0","2.0"
"paraiso","2000001.0","181.0","4.0","4.0","5.0","3.0"
"paraiso","2450000.0","205.0","2.0","4.0","3.0","3.0"
"paraiso","2600000.0","156.0","2.0","3.0","4.0","3.0"
"paraiso","2000000.0","268.0","1.0","4.0","2.0","2.0"
"paraiso","1000000.0","165.0","1.0","3.0","4.0","1.0"
"paraiso","1020000.0","95.0","1.0","1.0","2.0","2.0"
"paraiso","1800000.0","240.0","1.0","4.0","3.0","1.0"
"paraiso","1300000.0","160.0","2.0","4.0","4.0","2.0"
"paraiso","580000.0","100.0","1.0","2.0","2.0","1.0"
"paraiso","1200000.0","175.0","1.0","3.0","4.0","1.0"
"paraiso","1350000.0","140.0","2.0","3.0","3.0","1.0"
"paraiso","1600000.0","185.0","1.0","3.0","4.0","2.0"
"paraiso","2420000.0","151.0","3.0","3.0","3.0","3.0"
"paraiso","1300000.0","160.0","1.0","4.0","4.0","1.0"
"paraiso","3490000.0","223.0","4.0","4.0","6.0","4.0"
"paraiso","1370000.0","189.0","2.0","4.0","3.0","3.0"
"paraiso","900000.0","130.0","1.0","3.0","3.0","1.0"
"paraiso","900000.0","130.0","1.0","3.0","2.0","1.0"
"paraiso","1700000.0","214.0","1.0","4.0","2.0","3.0"
"paraiso","950000.0","83.0","1.0","3.0","3.0","2.0"
"paraiso","1880000.0","113.0","2.0","2.0","4.0","2.0"
"paraiso","1220000.0","130.0","1.0","3.0","2.0","1.0"
"paraiso","2290000.0","180.0","4.0","4.0","6.0","4.0"
"paraiso","2300000.0","213.0","2.0","4.0","3.0","4.0"
"paraiso","1360000.0","135.0","2.0","4.0","3.0","2.0"
"paraiso","830000.0","115.0","1.0","3.0","3.0","1.0"
"paraiso","1171000.0","176.0","1.0","3.0","2.0","1.0"
"paraiso","1200000.0","180.0","1.0","4.0","3.0","1.0"
"paraiso","1590000.0","124.0","1.0","3.0","3.0","2.0"
"paraiso","1650000.0","205.0","1.0","4.0","3.0","2.0"
"paraiso","1750000.0","273.0","1.0","3.0","4.0","3.0"
"paraiso","1750000.0","143.0","1.0","3.0","3.0","3.0"
"paraiso","1070000.0","95.0","1.0","1.0","1.0","2.0"
"paraiso","1350000.0","140.0","1.0","3.0","3.0","1.0"
"paraiso","1650000.0","200.0","1.0","4.0","4.0","2.0"
"paraiso","430000.0","38.0","1.0","1.0","1.0","1.0"
"paraiso","2400000.0","205.0","2.0","4.0","4.0","3.0"
"paraiso","1360000.0","160.0","1.0","3.0","1.0","1.0"
"paraiso","1040000.0","175.0","1.0","3.0","3.0","1.0"
"paraiso","950000.0","110.0","1.0","3.0","3.0","2.0"
"paraiso","1550000.0","140.0","1.0","3.0","3.0","2.0"
"paraiso","1050000.0","147.0","1.0","3.0","2.0","1.0"
"paraiso","2650000.0","200.0","2.0","3.0","4.0","4.0"
"paraiso","2900000.0","175.0","3.0","3.0","5.0","3.0"
"paraiso","2250000.0","156.0","2.0","2.0","3.0","3.0"
"paraiso","900000.0","128.0","1.0","3.0","3.0","1.0"
"paraiso","1100001.0","127.0","1.0","3.0","2.0","1.0"
"paraiso","2600000.0","195.0","4.0","4.0","5.0","4.0"
"paraiso","1600000.0","163.0","1.0","3.0","1.0","2.0"
"paraiso","850000.0","106.0","1.0","3.0","3.0","1.0"
"paraiso","1490000.0","173.0","3.0","3.0","4.0","2.0"
"paraiso","960000.0","131.0","1.0","3.0","2.0","1.0"
"paraiso","1180000.0","180.0","1.0","3.0","4.0","2.0"
"paraiso","1600000.0","257.0","1.0","4.0","4.0","2.0"
"paraiso","1150000.0","80.0","2.0","2.0","3.0","2.0"
"paraiso","1900000.0","187.0","2.0","2.0","5.0","3.0"
"paraiso","750000.0","100.0","1.0","2.0","1.0","1.0"
"paraiso","950000.0","120.0","1.0","3.0","2.0","1.0"
"paraiso","1220000.0","130.0","1.0","3.0","3.0","1.0"
"paraiso","1450000.0","189.0","1.0","3.0","3.0","2.0"
"paraiso","1700000.0","265.0","1.0","4.0","3.0","2.0"
"paraiso","2795000.0","200.0","3.0","4.0","5.0","4.0"
"paraiso","3175000.0","216.0","4.0","4.0","6.0","4.0"
"paraiso","2400000.0","205.0","3.0","4.0","5.0","3.0"
"paraiso","870000.0","109.0","1.0","3.0","3.0","1.0"
"paraiso","1450000.0","161.0","1.0","3.0","3.0","1.0"
"paraiso","3180000.0","216.0","4.0","4.0","6.0","4.0"
"paraiso","820000.0","110.0","1.0","3.0","2.0","1.0"
"paraiso","1400000.0","125.0","1.0","2.0","2.0","2.0"
"paraiso","1490000.0","140.0","3.0","3.0","5.0","1.0"
"paraiso","1470000.0","114.0","3.0","3.0","3.0","3.0"
"paraiso","2235000.0","185.0","3.0","3.0","3.0","4.0"
"paraiso","1220000.0","130.0","1.0","3.0","2.0","1.0"
"paraiso","1900000.0","187.0","2.0","2.0","3.0","3.0"
"paraiso","1900000.0","185.0","4.0","4.0","6.0","3.0"
"paraiso","1920000.0","178.0","2.0","4.0","4.0","2.0"
"paraiso","1590000.0","125.0","1.0","3.0","4.0","2.0"
"paraiso","930000.0","90.0","1.0","3.0","3.0","2.0"
"paraiso","2000000.0","185.0","3.0","3.0","3.0","3.0"
"paraiso","5850000.0","280.0","3.0","3.0","5.0","5.0"
"paraiso","750000.0","120.0","1.0","3.0","2.0","1.0"
"paraiso","1350000.0","189.0","2.0","4.0","4.0","3.0"
"paraiso","1800000.0","230.0","1.0","3.0","2.0","2.0"
"paraiso","3000000.0","220.0","3.0","3.0","5.0","4.0"
"paraiso","1700000.0","143.0","2.0","3.0","4.0","3.0"
"paraiso","3500000.0","217.0","3.0","3.0","5.0","3.0"
"paraiso","1300000.0","130.0","2.0","2.0","3.0","1.0"
"paraiso","1160000.0","130.0","1.0","3.0","2.0","2.0"
"paraiso","840000.0","130.0","1.0","3.0","3.0","1.0"
"paraiso","1350000.0","160.0","1.0","4.0","2.0","1.0"
"paraiso","1980000.0","113.0","2.0","2.0","2.0","2.0"
"paraiso","960000.0","80.0","2.0","2.0","1.0","2.0"
"paraiso","1300000.0","160.0","2.0","3.0","5.0","2.0"
"paraiso","1420000.0","294.0","1.0","4.0","4.0","2.0"
"paraiso","1150000.0","128.0","2.0","3.0","3.0","1.0"
"paraiso","1500000.0","210.0","1.0","3.0","3.0","2.0"
"paraiso","960000.0","127.0","1.0","3.0","2.0","1.0"
"paraiso","1350000.0","190.0","1.0","4.0","2.0","2.0"
"paraiso","1190000.0","190.0","1.0","3.0","2.0","1.0"
"paraiso","840000.0","105.0","1.0","2.0","3.0","1.0"
"paraiso","1150000.0","80.0","2.0","2.0","2.0","2.0"
"paraiso","4800000.0","290.0","4.0","4.0","5.0","4.0"
"paraiso","800000.0","110.0","1.0","3.0","3.0","1.0"
"paraiso","800000.0","64.0","1.0","2.0","1.0","2.0"
"paraiso","1150000.0","107.0","1.0","3.0","2.0","2.0"
"paraiso","901000.0","120.0","1.0","3.0","3.0","1.0"
"paraiso","980000.0","137.0","1.0","3.0","3.0","1.0"
"paraiso","1200000.0","200.0","1.0","4.0","3.0","1.0"
"paraiso","2000000.0","188.0","3.0","3.0","5.0","3.0"
"paraiso","1065000.0","108.0","1.0","3.0","3.0","2.0"
"paraiso","810000.0","100.0","1.0","3.0","3.0","1.0"
"paraiso","1600000.0","240.0","1.0","3.0","3.0","3.0"
"paraiso","2780000.0","217.0","3.0","3.0","5.0","3.0"
"paraiso","980000.0","132.0","1.0","3.0","3.0","1.0"
"paraiso","3000000.0","280.0","1.0","4.0","4.0","3.0"
"paraiso","1620000.0","199.0","1.0","4.0","3.0","3.0"
"paraiso","1390000.0","160.0","1.0","3.0","3.0","1.0"
"paraiso","880000.0","125.0","1.0","3.0","2.0","1.0"
"paraiso","2750000.0","282.0","4.0","4.0","5.0","4.0"
"paraiso","815000.0","120.0","1.0","3.0","3.0","1.0"
"paraiso","1100000.0","158.0","1.0","3.0","3.0","2.0"
"paraiso","1700000.0","258.0","1.0","3.0","3.0","3.0"
"paraiso","1300000.0","158.0","1.0","3.0","4.0","2.0"
"paraiso","730000.0","95.0","1.0","3.0","2.0","1.0"
"paraiso","1700000.0","258.0","1.0","3.0","3.0","3.0"
"paraiso","1650000.0","205.0","1.0","4.0","4.0","2.0"
"paraiso","2100000.0","190.0","4.0","4.0","6.0","3.0"
"paraiso","1700000.0","172.0","1.0","3.0","3.0","1.0"
"paraiso","850000.0","106.0","1.0","3.0","3.0","1.0"
"paraiso","898000.0","110.0","1.0","3.0","2.0","1.0"
"paraiso","1290000.0","138.0","1.0","3.0","2.0","1.0"
"paraiso","990000.0","110.0","1.0","3.0","2.0","2.0"
"paraiso","3500000.0","200.0","3.0","4.0","5.0","4.0"
"paraiso","2700000.0","171.0","3.0","3.0","5.0","3.0"
"paraiso","1100000.0","144.0","1.0","3.0","4.0","1.0"
"paraiso","1600000.0","257.0","1.0","3.0","4.0","2.0"
"paraiso","2190000.0","161.0","3.0","4.0","5.0","3.0"
"paraiso","1590000.0","125.0","1.0","3.0","2.0","2.0"
"paraiso","900000.0","130.0","1.0","3.0","2.0","1.0"
"paraiso","750000.0","110.0","1.0","3.0","1.0","1.0"
"paraiso","830000.0","105.0","1.0","2.0","2.0","1.0"
"paraiso","1450000.0","265.0","1.0","4.0","3.0","2.0"
"paraiso","2670000.0","196.0","3.0","3.0","5.0","3.0"
"paraiso","820000.0","110.0","1.0","2.0","3.0","1.0"
"paraiso","780000.0","134.0","1.0","2.0","2.0","1.0"
"paraiso","335000.0","28.0","1.0","1.0","1.0","1.0"
"paraiso","850000.0","75.0","1.0","2.0","1.0","1.0"
"paraiso","1100000.0","113.0","1.0","3.0","3.0","2.0"
"paraiso","1755001.0","200.0","1.0","4.0","3.0","2.0"
"paraiso","1299000.0","200.0","1.0","4.0","4.0","2.0"
"paraiso","2000000.0","148.0","2.0","2.0","2.0","2.0"
"paraiso","730000.0","95.0","1.0","3.0","2.0","1.0"
"paraiso","1064000.0","160.0","1.0","3.0","2.0","1.0"
"paraiso","1650000.0","200.0","1.0","4.0","3.0","2.0"
"paraiso","2200000.0","191.0","3.0","3.0","5.0","3.0"
"paraiso","920000.0","168.0","1.0","3.0","3.0","1.0"
"paraiso","852001.0","69.0","1.0","2.0","3.0","1.0"
"paraiso","950000.0","120.0","1.0","3.0","2.0","1.0"
"paraiso","1100000.0","144.0","1.0","3.0","4.0","1.0"
"paraiso","1590000.0","128.0","1.0","3.0","3.0","2.0"
"paraiso","1100000.0","95.0","2.0","2.0","2.0","2.0"
"paraiso","838000.0","90.0","1.0","3.0","3.0","2.0"
"paraiso","1300000.0","160.0","1.0","4.0","3.0","1.0"
"paraiso","980000.0","132.0","1.0","3.0","1.0","1.0"
"paraiso","1100000.0","161.0","1.0","3.0","3.0","1.0"
"paraiso","3270212.0","225.0","4.0","4.0","6.0","4.0"
"paraiso","1100000.0","108.0","1.0","3.0","4.0","2.0"
"paraiso","3140000.0","214.0","3.0","3.0","5.0","3.0"
"paraiso","3100000.0","197.0","3.0","3.0","5.0","4.0"
"paraiso","1100000.0","120.0","1.0","3.0","3.0","2.0"
"paraiso","1600000.0","200.0","1.0","3.0","2.0","2.0"
"paraiso","780000.0","158.0","1.0","3.0","3.0","1.0"
"paraiso","1850000.0","163.0","4.0","4.0","5.0","3.0"
"paraiso","1700000.0","168.0","1.0","4.0","4.0","4.0"
"paraiso","698000.0","100.0","1.0","3.0","2.0","1.0"
"paraiso","1095000.0","142.0","1.0","3.0","4.0","1.0"
"paraiso","650000.0","65.0","1.0","1.0","1.0","1.0"
"paraiso","800000.0","65.0","1.0","2.0","2.0","1.0"
"paraiso","1600000.0","204.0","1.0","3.0","3.0","2.0"
"paraiso","1010000.0","108.0","1.0","3.0","3.0","2.0"
"paraiso","890000.0","106.0","1.0","3.0","1.0","1.0"
"paraiso","1220000.0","130.0","1.0","3.0","3.0","1.0"
"paraiso","905000.0","113.0","1.0","3.0","2.0","1.0"
"paraiso","1300000.0","162.0","1.0","4.0","3.0","1.0"
"paraiso","1010000.0","138.0","1.0","3.0","2.0","1.0"
"paraiso","2350000.0","145.0","3.0","3.0","5.0","3.0"
"paraiso","1650000.0","150.0","1.0","3.0","3.0","1.0"
"paraiso","2400000.0","213.0","4.0","4.0","4.0","4.0"
"paraiso","1550000.0","160.0","1.0","4.0","1.0","1.0"
"paraiso","1300000.0","160.0","1.0","3.0","1.0","1.0"
"paraiso","1070000.0","108.0","1.0","3.0","3.0","2.0"
"paraiso","2700000.0","171.0","3.0","3.0","1.0","3.0"
"paraiso","1380000.0","189.0","1.0","3.0","3.0","1.0"
"paraiso","1600000.0","170.0","1.0","3.0","2.0","1.0"
"paraiso","5200000.0","296.0","4.0","4.0","6.0","4.0"
"paraiso","1590000.0","124.0","1.0","3.0","3.0","1.0"
"paraiso","2800000.0","198.0","3.0","3.0","5.0","4.0"
"paraiso","1380000.0","189.0","2.0","4.0","3.0","3.0"
"paraiso","700000.0","95.0","1.0","3.0","2.0","1.0"
"paraiso","1040000.0","175.0","1.0","3.0","2.0","1.0"
"paraiso","900000.0","115.0","1.0","3.0","3.0","1.0"
"paraiso","1750000.0","180.0","2.0","4.0","4.0","3.0"
"paraiso","850000.0","108.0","1.0","3.0","2.0","1.0"
"paraiso","780000.0","130.0","1.0","3.0","2.0","1.0"
"paraiso","1065000.0","155.0","1.0","3.0","3.0","2.0"
"paraiso","2290000.0","181.0","4.0","4.0","6.0","3.0"
"paraiso","680000.0","72.0","1.0","2.0","2.0","1.0"
"paraiso","950000.0","128.0","1.0","3.0","2.0","1.0"
"paraiso","1700000.0","218.0","1.0","4.0","3.0","2.0"
"paraiso","1050000.0","110.0","1.0","3.0","3.0","2.0"
"paraiso","3490000.0","241.0","3.0","3.0","5.0","3.0"
"paraiso","745000.0","103.0","1.0","3.0","2.0","2.0"
"paraiso","3800000.0","266.0","4.0","4.0","6.0","4.0"
"paraiso","700000.0","103.0","1.0","3.0","2.0","1.0"
"paraiso","890000.0","111.0","1.0","3.0","3.0","2.0"
"paraiso","890000.0","106.0","1.0","3.0","3.0","1.0"
"paraiso","950000.0","110.0","1.0","3.0","3.0","1.0"
"paraiso","2800000.0","172.0","3.0","3.0","5.0","3.0"
"paraiso","5200000.0","279.0","3.0","3.0","5.0","4.0"
"paraiso","1220000.0","130.0","1.0","3.0","3.0","2.0"
"paraiso","1350000.0","189.0","2.0","4.0","4.0","3.0"
"paraiso","1860000.0","132.0","3.0","3.0","4.0","3.0"
"paraiso","5140000.0","296.0","4.0","4.0","4.0","4.0"
"paraiso","770000.0","110.0","1.0","3.0","3.0","1.0"
"paraiso","2450000.0","215.0","4.0","4.0","6.0","3.0"
"paraiso","870000.0","69.0","1.0","2.0","3.0","1.0"
"paraiso","940000.0","132.0","1.0","3.0","2.0","1.0"
"paraiso","1000000.0","138.0","1.0","3.0","3.0","1.0"
"paraiso","1010000.0","108.0","1.0","3.0","3.0","2.0"
"paraiso","580000.0","46.0","1.0","1.0","2.0","1.0"
"paraiso","1350000.0","140.0","1.0","3.0","4.0","1.0"
"paraiso","745000.0","103.0","1.0","3.0","3.0","1.0"
"paraiso","2790000.0","235.0","3.0","4.0","6.0","4.0"
"paraiso","1500000.0","260.0","1.0","4.0","4.0","2.0"
"paraiso","1870000.0","138.0","3.0","3.0","5.0","3.0"
"paraiso","880000.0","110.0","1.0","3.0","2.0","1.0"
"paraiso","920000.0","166.0","1.0","3.0","2.0","1.0"
"paraiso","870000.0","135.0","1.0","2.0","2.0","1.0"
"paraiso","980000.0","130.0","1.0","3.0","3.0","1.0"
"paraiso","680000.0","75.0","1.0","2.0","3.0","1.0"
"paraiso","1590000.0","173.0","1.0","3.0","3.0","2.0"
"paraiso","1200000.0","135.0","1.0","3.0","3.0","1.0"
"paraiso","1550000.0","168.0","1.0","4.0","3.0","2.0"
"paraiso","900000.0","105.0","1.0","3.0","3.0","1.0"
"paraiso","1490000.0","173.0","1.0","3.0","2.0","2.0"
"paraiso","1190000.0","144.0","1.0","3.0","1.0","1.0"
"paraiso","850000.0","75.0","1.0","2.0","2.0","1.0"
"paraiso","800000.0","70.0","1.0","2.0","2.0","2.0"
"paraiso","1600000.0","257.0","1.0","3.0","2.0","2.0"
"paraiso","1100000.0","173.0","1.0","3.0","2.0","1.0"
"paraiso","900000.0","123.0","1.0","4.0","3.0","1.0"
"paraiso","1390000.0","218.0","2.0","4.0","3.0","3.0"
"paraiso","2226000.0","205.0","4.0","4.0","5.0","2.0"
"paraiso","900000.0","128.0","1.0","3.0","3.0","1.0"
"paraiso","742000.0","95.0","1.0","3.0","2.0","1.0"
"paraiso","1750000.0","222.0","1.0","3.0","2.0","2.0"
"paraiso","850000.0","113.0","1.0","3.0","3.0","1.0"
"paraiso","2300000.0","143.0","1.0","3.0","2.0","3.0"
"paraiso","1920000.0","170.0","2.0","4.0","4.0","2.0"
"paraiso","1600000.0","125.0","1.0","3.0","3.0","2.0"
"paraiso","1390000.0","160.0","2.0","3.0","5.0","2.0"
"paraiso","1400000.0","132.0","3.0","3.0","5.0","3.0"
"paraiso","720000.0","86.0","1.0","3.0","2.0","1.0"
"paraiso","800000.0","148.0","1.0","3.0","3.0","1.0"
"paraiso","1350000.0","163.0","2.0","4.0","3.0","3.0"
"paraiso","2390000.0","200.0","3.0","4.0","5.0","3.0"
"paraiso","800000.0","122.0","1.0","3.0","2.0","1.0"
"paraiso","1000000.0","120.0","1.0","3.0","3.0","1.0"
"paraiso","1300000.0","156.0","1.0","3.0","3.0","1.0"
"paraiso","900000.0","120.0","1.0","3.0","4.0","1.0"
"paraiso","2950000.0","217.0","3.0","3.0","3.0","3.0"
"paraiso","850000.0","63.0","1.0","2.0","2.0","2.0"
"paraiso","1100000.0","136.0","1.0","3.0","3.0","1.0"
"paraiso","1400000.0","160.0","1.0","3.0","3.0","1.0"
"paraiso","1350000.0","139.0","1.0","3.0","3.0","1.0"
"paraiso","710000.0","55.0","1.0","2.0","2.0","1.0"
"paraiso","1100000.0","144.0","1.0","3.0","2.0","2.0"
"paraiso","1300000.0","130.0","1.0","3.0","3.0","1.0"
"paraiso","1390000.0","160.0","2.0","3.0","4.0","2.0"
"paraiso","1790000.0","280.0","2.0","4.0","4.0","2.0"
"paraiso","1350000.0","294.0","1.0","4.0","4.0","2.0"
"paraiso","1060000.0","123.0","1.0","3.0","3.0","1.0"
"paraiso","1230000.0","132.0","1.0","3.0","3.0","1.0"
"paraiso","1900000.0","124.0","1.0","3.0","3.0","2.0"
"paraiso","1050000.0","108.0","1.0","3.0","2.0","2.0"
"paraiso","990000.0","132.0","1.0","3.0","3.0","1.0"
"paraiso","1000000.0","130.0","1.0","3.0","2.0","1.0"
"paraiso","1230000.0","130.0","1.0","3.0","3.0","1.0"
